代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
600981,汇鸿集团,-28.3,12.26,14.12,7.58,8.79,86.28,  21.14亿, 201.9亿,0.04,873.89,-67.4
300045,华力创通,-28.33,20.93,26.68,13.7,15,94.74,  22.75亿, 428.1亿,0.05,676.73,-69.01
300288,朗玛信息,-28.33,45.74,70.55,29,32.78,143.28,  10.82亿, 426.0亿,0.05,637.58,4362.34
600967,北方创业,-28.35,19.05,19.25,9,13.65,113.89,  49.89亿, 605.4亿,0.12,606.34,-52.63
601011,宝泰隆,-28.37,10.4,10.71,4.83,7.45,121.74,  130.6亿, 896.2亿,0.17,997.68,-71.81
300276,三丰智能,-28.37,25.34,28.47,16.02,18.15,77.72,  16.75亿, 344.8亿,0.04,838.2,-73.89
000009,中国宝安,-28.42,14.25,14.38,7.65,10.2,87.97,  162.2亿,  2096亿,0.25,764.87,-82.3
002496,辉丰股份,-28.47,7.27,8.86,3.87,5.2,128.94,  51.45亿, 739.7亿,0.09,572.91,-39.68
603918,金桥信息,-28.47,45.41,47.44,22.44,32.48,111.41,   5.54亿, 237.5亿,0.05,449.38,-31.83
600516,方大炭素,-28.5,13.93,14.29,7.61,9.96,87.78,  164.9亿,  1730亿,0.33,958.9,-86.58
000633,*ST合金,-28.5,16,18.1,7.71,11.44,134.76,  11.04亿, 129.7亿,0.02,286.87,-85.98
600686,金龙汽车,-28.54,18.78,19.76,11.57,13.42,70.79,  22.03亿, 311.0亿,0.06,497.73,-17.23
300470,日机密封,-28.57,61.5,71.57,34.29,43.93,108.72,   3.61亿, 262.8亿,0.03,593.63,-50.29
002631,德尔未来,-28.57,29.05,28.5,17.78,20.75,60.29,  17.29亿, 410.5亿,0.05,603.93,-44.9
300212,易华录,-28.6,47.62,52.62,24.2,34,117.44,  19.23亿, 632.2亿,0.08,630.35,-64.26
002266,浙富控股,-28.64,8.59,8.96,4.9,6.13,82.86,  50.65亿, 333.9亿,0.04,342.14,-85.07
002261,拓维信息,-28.67,17.93,20.98,11.49,12.79,82.59,  31.42亿, 595.4亿,0.07,475.51,-19.4
002338,奥普光电,-28.68,75.85,80.85,44.45,54.1,81.89,   2.19亿, 124.6亿,0.02,183.72,-77.05
002172,澳洋科技,-28.86,14.76,16.88,9.1,10.5,85.49,  31.36亿, 380.2亿,0.05,567.14,-88.06
002707,众信旅游,-28.87,26.29,24.61,18.03,18.7,36.49,  10.95亿, 275.2亿,0.03,313.76,-10.14
600676,交运股份,-28.88,12.81,14.24,8.58,9.11,65.97,  26.33亿, 277.3亿,0.05,305.35,-42.73
300024,机器人,-28.92,33.68,35.14,19.81,23.94,77.39,  45.81亿,  1654亿,0.2,302.59,15.45
000760,斯太尔,-29.03,16.19,21.88,10.42,11.49,109.98,  36.68亿, 521.6亿,0.06,1106.23,-80.8
300170,汉得信息,-29.03,19.15,22.18,11.39,13.59,94.73,  63.80亿, 952.4亿,0.11,984.57,-29.14
600637,东方明珠,-29.06,34.21,40.27,22.37,24.27,80.02,  32.65亿, 912.5亿,0.17,203.83,-42.86
002673,西部证券,-29.08,34.22,40.3,18.31,24.27,120.1,  194.2亿,  5055亿,0.61,694.8,-51.09
002373,千方科技,-29.1,22.54,25.79,12.15,15.98,112.26,  18.32亿, 434.4亿,0.05,392.39,-21.8
000591,太阳能,-29.15,20.65,23.79,13.53,14.63,75.83,  10.81亿, 177.3亿,0.02,448.17,-67.07
002593,日上集团,-29.16,10.77,12.54,6.51,7.63,92.63,  24.15亿, 320.3亿,0.04,529.44,-15.24
300205,天喻信息,-29.16,22.15,23.93,11.46,15.69,108.81,  35.09亿, 550.8亿,0.07,824.6,-30.69
000408,*ST金源,-29.19,22.23,24.4,11.69,15.74,108.73,  10.80亿, 171.0亿,0.02,428.21,-90.17
000541,佛山照明,-29.2,14.59,17.87,8.19,10.33,118.19,  40.57亿, 449.4亿,0.05,416.12,-54.85
600315,上海家化,-29.2,39.07,41.38,25.51,27.66,62.21,  19.01亿, 584.0亿,0.11,283.25,-53.68
300030,阳普医疗,-29.23,22.75,24.86,11.45,16.1,117.12,  27.28亿, 422.8亿,0.05,1079.43,-29.33
300108,双龙股份,-29.32,13.03,12.91,7.01,9.21,84.17,  15.18亿, 172.7亿,0.02,458.87,-76.16
600061,国投安信,-29.34,23.62,31.59,14.41,16.69,119.22,  58.81亿,  1132亿,0.22,299.68,-48.33
603077,和邦生物,-29.35,7.19,7.87,4.31,5.08,82.6,  63.26亿, 344.6亿,0.07,198.61,-78.61
000519,江南红箭,-29.4,18.57,19.2,10.2,13.11,88.24,  54.15亿, 751.3亿,0.09,928.96,-75.43
600589,广东榕泰,-29.43,13.15,17.63,7.42,9.28,137.6,  44.06亿, 449.9亿,0.09,732.2,-79.06
601718,际华集团,-29.43,12.13,12.55,6.96,8.56,80.32,  126.2亿,  1143亿,0.22,327.25,-35.51
300248,新开普,-29.45,35.79,45.61,21.66,25.25,110.57,  22.03亿, 627.9亿,0.08,1287.7,-58.98
600150,中国船舶,-29.46,35.98,36.97,20.2,25.38,83.02,  37.02亿, 929.6亿,0.18,268.63,66.13
600708,光明地产,-29.47,12.86,13.63,7.65,9.07,78.17,  22.75亿, 224.1亿,0.04,302.91,-43.25
600153,建发股份,-29.63,17.21,15.48,10.56,12.11,46.59,  61.53亿, 712.0亿,0.14,217.02,29.23
002769,普路通,-29.7,35.66,40.04,17.56,25.07,128.02,   9.73亿, 480.1亿,0.06,517.51,-39.56
001696,宗申动力,-29.7,14.04,14.83,7.72,9.87,92.1,  55.26亿, 584.0亿,0.07,619.92,-53.64
002555,三七互娱,-29.73,26,27.73,15.2,18.27,82.43,  12.94亿, 382.1亿,0.05,276.38,-67.29
601368,绿城水务,-29.75,18.22,18.76,11.53,12.8,62.71,  16.38亿, 225.5亿,0.04,556.85,-48.04
000719,大地传媒,-29.78,15.75,16.77,9.85,11.06,70.25,   9.90亿, 139.4亿,0.02,148.45,-75.82
601928,凤凰传媒,-29.79,15.81,17.58,9.79,11.1,79.57,  35.41亿, 441.4亿,0.08,139.13,-74.27
002750,龙津药业,-29.79,23.73,25.87,13.47,16.66,92.06,   8.47亿, 229.7亿,0.03,376.57,-82.32
300140,启源装备,-29.8,25.07,27.85,13.93,17.6,99.93,  19.21亿, 373.1亿,0.04,793.75,-66.46
000882,华联股份,-29.86,5.86,6.22,3.39,4.11,83.48,  83.08亿, 370.2亿,0.04,440.83,-47.91
300204,舒泰神,-29.87,27.02,29.51,14.65,18.95,101.43,   8.74亿, 197.8亿,0.02,188.94,-43.74
600863,内蒙华电,-29.89,4.75,4.88,2.9,3.33,68.28,  55.04亿, 191.6亿,0.04,94.77,-49.87
600359,新农开发,-29.93,13.6,14.09,7.22,9.53,95.15,  31.86亿, 318.8亿,0.06,835.22,-80.77
300390,天华超净,-29.97,19.12,21.62,10.12,13.39,113.64,  16.09亿, 308.1亿,0.04,1345.74,-21.06
002178,延华智能,-29.97,14.08,14.93,7.94,9.86,88.04,  30.76亿, 325.6亿,0.04,536.3,-22.02
000027,深圳能源,-29.98,10.34,10.49,5.98,7.24,75.42,  34.46亿, 259.6亿,0.03,86.93,-27.93
600162,香江控股,-29.98,6.27,7.24,3.61,4.39,100.55,  29.03亿, 181.3亿,0.03,252.09,-64.54
603598,引力传媒,-30.01,33.19,37,16.51,23.23,124.11,  10.20亿, 345.1亿,0.07,1047.3,42.11
603309,维力医疗,-30.07,38.34,47.8,24.05,26.81,98.75,  11.50亿, 375.3亿,0.07,1493.78,-56.3
002465,海格通信,-30.12,17,17.51,10.64,11.88,64.57,  39.96亿, 536.1亿,0.06,217.21,-81.03
601636,旗滨集团,-30.12,5.81,6.17,2.99,4.06,106.35,  114.6亿, 445.0亿,0.08,463.83,-47.81
300436,广生堂,-30.17,90.93,93.25,53.63,63.5,73.88,   3.86亿, 250.1亿,0.03,690.14,-21.31
000511,*ST烯碳,-30.19,8.91,13.5,5.85,6.22,130.77,  52.45亿, 493.1亿,0.06,454.15,-19.75
002117,东港股份,-30.21,43.66,48.7,24.7,30.47,97.17,  14.28亿, 474.1亿,0.06,392.77,-59.01
300080,易成新能,-30.22,11.12,11.36,6.8,7.76,67.06,  16.67亿, 149.1亿,0.02,332.36,-86.03
000616,海航投资,-30.22,8.04,8.67,4.6,5.61,88.48,  62.83亿, 370.2亿,0.04,439.29,-75.62
000727,华东科技,-30.23,4.83,5.14,2.83,3.37,81.63,  146.6亿, 747.4亿,0.09,600.42,308.2
300489,中飞股份,-30.26,57.03,61.05,28.34,39.77,115.42,   3.81亿, 240.1亿,0.03,877.84,-54.86
300166,东方国信,-30.27,33.5,37.4,19,23.36,96.84,  19.01亿, 490.5亿,0.06,495.07,-47.19
000592,平潭发展,-30.27,10.24,10.91,5.75,7.14,89.74,  74.90亿, 767.4亿,0.09,446.78,-34.78
600481,双良节能,-30.3,9.9,10.15,5.03,6.9,101.79,  35.77亿, 238.8亿,0.05,220.75,-48.59
600571,信雅达,-30.34,30.52,32.52,17.09,21.26,90.29,  16.08亿, 528.4亿,0.1,382.91,-17.32
603883,老百姓,-30.36,71.27,75.55,39.2,49.63,92.73,   6.08亿, 327.1亿,0.06,722.27,-82.52
002556,辉隆股份,-30.4,14.08,15.16,7.55,9.8,100.79,  47.03亿, 624.2亿,0.08,674.04,-28.14
300425,环能科技,-30.43,44.4,47.8,26.58,30.89,79.83,   5.49亿, 186.3亿,0.02,803.9,-44.92
002004,华邦健康,-30.43,14,15.6,8.54,9.74,82.67,  52.71亿, 564.5亿,0.07,393.75,-62.88
300359,全通教育,-30.44,37.65,39.97,22.38,26.19,78.6,  16.67亿, 681.5亿,0.08,642.53,224.29
002550,千红制药,-30.45,11.56,12.18,6.49,8.04,87.67,  24.13亿, 298.9亿,0.04,296.65,-52.72
600680,上海普天,-30.47,48.84,58.68,31.1,33.96,88.68,  17.27亿, 793.9亿,0.15,670.89,-89.11
600206,有研新材,-30.47,15.16,17.64,8.56,10.54,106.07,  64.25亿, 782.4亿,0.15,907.69,-77.15
300388,国祯环保,-30.5,37.9,37.44,19.25,26.34,94.49,  11.41亿, 280.9亿,0.03,782.99,5.25
002487,大金重工,-30.51,12.52,17.77,7.79,8.7,128.11,  22.89亿, 248.8亿,0.03,423.95,-62.07
601558,华锐风电,-30.62,4.05,4.86,2.63,2.81,84.79,  127.8亿, 396.8亿,0.08,225.71,9.39
300321,同大股份,-30.62,56.33,55.88,24.8,39.08,125.32,   3.71亿, 187.5亿,0.02,452.88,-26.96
002565,上海绿新,-30.7,11.53,13.3,6.41,7.99,107.49,  35.12亿, 302.1亿,0.04,513.19,-73.59
300001,特锐德,-30.71,29.18,31.15,17.65,20.22,76.49,  30.41亿, 703.4亿,0.08,359.64,-69.97
600416,湘电股份,-30.71,18.56,21.54,10.2,12.86,111.18,  24.15亿, 328.9亿,0.06,343.55,-58.21
300440,运达科技,-30.71,44.93,48.62,25.72,31.13,89.04,   7.62亿, 342.2亿,0.04,757.24,-41.84
601618,中国中冶,-30.75,7.74,7.94,3.47,5.36,128.82,  242.0亿,  1115亿,0.21,149.01,-28.41
601155,新城控股,-30.76,17.46,21.92,8.69,12.09,152.24,  63.23亿, 929.8亿,0.18,914.93,-59.82
601126,四方股份,-30.76,14.27,14.68,8.16,9.88,79.9,  19.92亿, 207.6亿,0.04,244.99,-23.53
300182,捷成股份,-30.77,16.02,16.88,9.1,11.09,85.49,  24.24亿, 383.5亿,0.05,245.51,11.38
600565,迪马股份,-30.81,10.19,11.69,6.09,7.05,91.95,  130.3亿, 991.9亿,0.19,885.21,-69.2
600106,重庆路桥,-30.85,10.47,11.52,6.27,7.24,83.73,  28.54亿, 216.6亿,0.04,314.38,-68.64
002195,二三四五,-30.88,17.23,19.54,10.96,11.91,78.28,  44.13亿, 773.8亿,0.09,501.98,68.59
601929,吉视传媒,-30.9,6.44,6.6,3.71,4.45,77.9,  70.42亿, 331.7亿,0.06,226.37,-66.8
600283,钱江水利,-31.07,19.41,23.3,11.19,13.38,108.22,  34.19亿, 502.3亿,0.1,1017.8,-50.82
600850,华东电脑,-31.08,38.96,44.17,23.09,26.85,91.29,   7.42亿, 256.3亿,0.05,177.44,-43.04
300162,雷曼股份,-31.1,23.86,28.95,15.5,16.44,86.77,  20.72亿, 460.4亿,0.06,933.83,-80.58
002681,奋达科技,-31.16,20.06,22.95,13.06,13.81,75.73,  24.49亿, 613.6亿,0.07,409.43,-80.33
002130,沃尔核材,-31.19,23.02,24.67,13.62,15.84,81.13,  40.11亿, 683.0亿,0.08,928.15,-1.45
300453,三鑫医疗,-31.21,37.55,43.4,21.31,25.83,103.66,   6.11亿, 217.9亿,0.03,933.91,-39.61
603729,龙韵股份,-31.3,118.31,127.84,58.56,81.28,118.31,   2.65亿, 210.0亿,0.04,733.74,-41.94
600580,卧龙电气,-31.35,14.29,15.66,8.73,9.81,79.38,  26.69亿, 298.7亿,0.06,240.33,-48.08
600186,莲花健康,-31.37,7.81,9.79,4.47,5.36,119.02,  70.94亿, 447.4亿,0.09,667.96,-86.77
600624,复旦复华,-31.41,12.83,13.68,7.84,8.8,74.49,  39.37亿, 480.6亿,0.09,675.01,-61.82
002721,金一文化,-31.47,28.31,36.93,17.16,19.4,115.21,  25.35亿, 594.1亿,0.07,988.75,-78.28
000502,绿景控股,-31.48,32.4,39.98,17.54,22.2,127.94,  12.07亿, 296.6亿,0.04,658.5,-75.94
600388,龙净环保,-31.53,18.84,18.8,11.36,12.9,65.49,  42.50亿, 585.9亿,0.11,397.57,-75.83
601890,亚星锚链,-31.54,13,13.8,8.26,8.9,67.07,  43.54亿, 445.6亿,0.08,453.82,-76.46
603019,中科曙光,-31.6,44.02,51.43,25.54,30.11,101.37,  15.82亿, 731.1亿,0.14,440.87,7.11
002075,沙钢股份,-31.61,23.57,21.21,7.94,16.12,167.13,  76.19亿, 966.9亿,0.12,345.25,-28.78
000973,佛塑科技,-31.61,11.8,13.3,7.35,8.07,80.95,  94.85亿, 924.5亿,0.11,1227.85,-88.97
002683,宏大爆破,-31.67,14.02,14.94,7.1,9.58,110.42,  21.37亿, 198.8亿,0.02,449.23,-11.51
002344,海宁皮城,-31.69,17.07,18.97,8.91,11.66,112.91,  36.40亿, 428.4亿,0.05,329.14,-65.97
300287,飞利信,-31.72,18.82,20.26,9.97,12.85,103.21,  48.00亿, 658.6亿,0.08,664.46,-50.42
300137,先河环保,-31.73,22.09,22.28,11.97,15.08,86.13,  27.92亿, 436.6亿,0.05,960.91,-67.35
002104,恒宝股份,-31.75,19.97,25.9,13.4,13.63,93.28,  59.64亿,  1048亿,0.13,841.21,-71.69
002135,东南网架,-31.8,11.51,12.81,6.33,7.85,102.37,  35.50亿, 310.4亿,0.04,528.86,-49.11
600223,鲁商置业,-31.86,8.35,9.3,4.62,5.69,101.3,  27.16亿, 168.3亿,0.03,271.36,-60.49
600167,联美控股,-31.87,25.76,25.68,12.66,17.55,102.84,   7.48亿, 128.8亿,0.02,354.49,-58.46
600303,曙光股份,-31.95,14.43,16.1,8.6,9.82,87.21,  78.14亿, 967.2亿,0.18,1360.17,-84.31
300463,迈克生物,-32.03,38.22,42.53,22.27,25.98,90.97,   9.95亿, 452.0亿,0.05,362.34,-17.13
600555,海航创新,-32.07,9.73,9.98,5.26,6.61,89.73,  50.55亿, 350.0亿,0.07,519.29,-83.48
603568,伟明环保,-32.11,36.34,38.4,20.01,24.67,91.9,  10.32亿, 315.1亿,0.06,790.13,-45.44
002474,榕基软件,-32.17,23,27.48,10.96,15.6,150.73,  71.29亿,  1198亿,0.14,1617.89,-81.14
600655,豫园商城,-32.18,16.44,16.78,9.79,11.15,71.4,  39.77亿, 498.5亿,0.09,276.73,-64.92
300059,东方财富,-32.19,31.07,33.71,17.92,21.07,88.11,  190.6亿,  5604亿,0.68,818.97,71.53
603600,永艺股份,-32.24,82.02,85,37.2,55.58,128.49,   6.39亿, 351.5亿,0.07,1526.51,-76.41
601388,怡球资源,-32.25,6.14,6.81,3.39,4.16,100.88,  66.87亿, 635.9亿,0.12,330.18,187.37
600582,天地科技,-32.26,7.75,8.7,4.2,5.25,107.14,  72.36亿, 425.0亿,0.08,260.81,51.8
002036,联创电子,-32.29,31.12,33.51,16.63,21.07,101.5,  33.90亿, 823.6亿,0.1,1316.61,-88.64
300133,华策影视,-32.34,19.54,21.29,11,13.22,93.55,  30.27亿, 622.8亿,0.08,262.55,-39.31
002045,国光电器,-32.35,18.67,24.01,9.02,12.63,166.19,  46.23亿, 659.3亿,0.08,1113.43,-72.28
600895,张江高科,-32.38,27.02,33.53,16.78,18.27,99.82,  58.73亿,  1296亿,0.25,379.2,-76.57
000806,银河生物,-32.5,26.37,30.33,14.59,17.8,107.88,  44.44亿, 861.8亿,0.1,636.22,-52.73
002030,达安基因,-32.5,38.52,44.02,22.25,26,97.84,  40.52亿,  1247亿,0.15,583.48,-50.17
300289,利德曼,-32.57,19.99,21.66,11.54,13.48,87.69,  12.73亿, 189.9亿,0.02,400.69,-64.12
002576,通达动力,-32.58,27.93,33.35,15.48,18.83,115.44,   7.84亿, 172.2亿,0.02,659.84,-71.32
600865,百大集团,-32.58,19.12,21.98,10.2,12.89,115.49,  20.53亿, 282.4亿,0.05,545.6,-84.31
300257,开山股份,-32.6,24.11,32.01,12.81,16.25,149.88,  20.78亿, 367.5亿,0.04,253.86,-63.96
002693,双成药业,-32.65,17.12,18.25,8.65,11.53,110.98,  14.18亿, 165.6亿,0.02,351.47,-70
002739,万达院线,-32.68,97.79,139.2,64.2,65.83,116.82,  14.14亿,  1177亿,0.14,348.19,-19.2
002354,天神娱乐,-32.74,115.53,124.95,67.07,77.7,86.3,   4.40亿, 376.5亿,0.05,375.12,-56.98
002690,美亚光电,-32.89,31.38,41.1,19.38,21.06,112.07,   9.81亿, 239.4亿,0.03,300.4,-10.03
000958,东方能源,-32.9,23.8,26.53,11.8,15.97,124.83,  23.53亿, 376.5亿,0.05,939.22,-14.37
600077,宋都股份,-32.98,8.58,8.79,4.23,5.75,107.8,  76.26亿, 426.3亿,0.08,569.06,-70.53
603001,奥康国际,-33.01,33.11,41.05,17.75,22.18,131.27,  12.32亿, 302.5亿,0.06,361.25,-41.01
002441,众业达,-33.05,20.94,23.36,12.17,14.02,91.95,  21.35亿, 346.2亿,0.04,678.36,-75.95
600959,江苏有线,-33.1,16.04,17.26,9.62,10.73,79.42,  31.75亿, 449.6亿,0.09,227.41,-45.48
002527,新时达,-33.14,22.09,23.14,12.88,14.77,79.66,  16.95亿, 276.0亿,0.03,461.58,-64.26
002096,南岭民爆,-33.15,23.26,28.09,13.78,15.55,103.85,   8.15亿, 144.4亿,0.02,219.67,-46.97
000687,华讯方舟,-33.33,25.2,31.28,14.1,16.8,121.84,  32.53亿, 670.3亿,0.08,612.12,-59.39
300007,汉威电子,-33.37,32.57,37.18,16.39,21.7,126.85,  19.49亿, 464.6亿,0.06,871.56,-48.86
002073,软控股份,-33.39,17.01,17.57,10.05,11.33,74.83,  31.38亿, 387.8亿,0.05,501.36,-76.71
600433,冠豪高新,-33.41,12.84,13.49,7.05,8.55,91.35,  52.97亿, 519.4亿,0.1,445,-84.8
300336,新文化,-33.42,30.16,44.5,19.34,20.08,130.09,  20.89亿, 533.0亿,0.06,467.41,-25.26
000559,万向钱潮,-33.49,21.47,23.27,12.75,14.28,82.51,  75.31亿,  1241亿,0.15,328.88,-75.03
002488,金固股份,-33.5,25.73,33.88,13.72,17.11,146.94,  48.54亿,  1078亿,0.13,1260.79,-63.45
600346,恒力股份,-33.57,12.54,13.89,5.57,8.33,149.37,  31.65亿, 271.5亿,0.05,473.88,-77.65
600291,西水股份,-33.58,30.94,34.04,18,20.55,89.11,  12.10亿, 289.8亿,0.06,315.22,-76.43
600635,大众公用,-33.61,9.52,10.94,5.73,6.32,90.92,  91.81亿, 686.8亿,0.13,372.1,-73.02
000540,中天城投,-33.62,10.44,10.89,5.68,6.93,91.73,  102.3亿, 771.6亿,0.09,260.59,-43.28
300442,普丽盛,-33.71,70.45,75.8,36.66,46.7,106.76,   4.63亿, 227.1亿,0.03,809.56,-64.76
002316,键桥通讯,-33.77,20.61,21.87,10.82,13.65,102.13,  11.95亿, 181.7亿,0.02,379.63,-85.66
002315,焦点科技,-33.8,99.56,114.9,56.75,65.91,102.47,   5.50亿, 405.2亿,0.05,908.52,-80.24
300150,世纪瑞尔,-33.84,15.07,16.4,9.4,9.97,74.47,  16.15亿, 190.0亿,0.02,493.89,-87.59
600256,广汇能源,-33.87,6.79,7.01,3.9,4.49,79.74,  83.29亿, 393.0亿,0.07,159.51,-15.91
600026,中远海能,-33.97,10.98,12.09,5.61,7.25,115.51,  71.52亿, 517.2亿,0.1,261.41,-59.06
600262,北方股份,-34,41.68,48.99,23.44,27.51,109,   4.47亿, 133.8亿,0.03,263.06,-27.86
000558,莱茵体育,-34.03,22.36,29.1,13.52,14.75,115.24,  52.63亿, 969.5亿,0.12,688.4,-79.2
300171,东富龙,-34.05,25.52,31.69,15.74,16.83,101.33,  22.42亿, 457.1亿,0.06,672.65,-78.8
002227,奥 特 迅,-34.12,41.18,48.78,26.63,27.13,83.18,  14.09亿, 481.0亿,0.06,641.76,-83.16
600200,江苏吴中,-34.27,27.87,25.08,15.68,18.32,59.95,  18.95亿, 377.8亿,0.07,335.32,-76.01
002642,荣之联,-34.28,35.15,45.45,19.77,23.1,129.89,  22.59亿, 861.3亿,0.1,657.04,-46.81
300027,华谊兄弟,-34.32,18.85,22.95,10.96,12.38,109.4,  71.31亿,  1584亿,0.19,377.17,-75.9
002699,美盛文化,-34.37,51.88,56.6,27.3,34.05,107.33,  12.14亿, 454.7亿,0.05,321.76,-77.26
600229,城市传媒,-34.39,18.58,19.59,10.4,12.19,88.37,  22.24亿, 292.2亿,0.06,517.48,-81.8
000016,深康佳Ａ,-34.53,7.5,8.09,3.94,4.91,105.33,  86.98亿, 470.3亿,0.06,544.78,-70.67
300480,光力科技,-34.55,33.95,37.41,17.13,22.22,118.39,   6.96亿, 260.0亿,0.03,1091.07,-82.23
000948,南天信息,-34.6,28.58,29.62,14.77,18.69,100.54,  21.03亿, 439.9亿,0.05,853.21,-90.58
300079,数码视讯,-34.67,12.46,14.35,7.39,8.14,94.18,  111.6亿,  1078亿,0.13,923.63,-77.38
002577,雷柏科技,-34.77,52.28,58.84,28.01,34.1,110.07,  19.81亿, 863.2亿,0.1,704.57,-53.77
603227,雪峰科技,-34.84,13.69,18.36,8.1,8.92,126.67,  18.01亿, 315.1亿,0.06,427.3,-28.07
002771,真视通,-34.89,126.7,141.58,64.7,82.5,118.83,   2.88亿, 275.8亿,0.03,804.18,-75.08
002517,恺英网络,-34.89,56.04,66.61,31.9,36.49,108.81,   7.81亿, 347.7亿,0.04,484.29,-51.32
600783,鲁信创投,-34.92,38.37,49.08,19.2,24.97,155.63,  37.97亿,  1056亿,0.2,510.15,-57.89
603599,广信股份,-34.95,28.3,29.44,15.44,18.41,90.67,   7.03亿, 219.8亿,0.04,514.83,-75.08
600805,悦达投资,-34.96,13.53,13.47,7.13,8.8,88.92,  28.76亿, 269.4亿,0.05,338.68,-75.08
000720,新能泰山,-35.09,10.6,10.58,5.22,6.88,102.68,  31.29亿, 240.2亿,0.03,362.43,-89.56
600845,宝信软件,-35.12,30.98,33.22,16.01,20.1,107.5,   9.75亿, 255.2亿,0.05,195.69,193.79
000767,漳泽电力,-35.16,6.03,6.3,3.48,3.91,81.03,  44.92亿, 195.9亿,0.02,199.3,-57.82
600704,物产中大,-35.17,15.64,15.25,8.35,10.14,82.63,  67.16亿, 823.0亿,0.16,753.13,-63.06
603117,万林股份,-35.25,26.58,28.11,15.5,17.21,81.35,  13.11亿, 247.4亿,0.05,557.61,36.4
300468,四方精创,-35.26,95.88,100.35,45.65,62.07,119.82,   5.43亿, 373.2亿,0.05,960.19,-68.8
600587,新华医疗,-35.28,37.87,40.13,21.43,24.51,87.26,   8.55亿, 225.9亿,0.04,211.99,-44.55
002581,未名医药,-35.29,39.53,39.53,20.83,25.58,89.77,   9.66亿, 268.3亿,0.03,341.72,-84.77
300272,开能环保,-35.34,24.56,28.13,13.92,15.88,102.08,  10.71亿, 194.0亿,0.02,529.53,-68.67
002184,海得控制,-35.37,34.66,45.1,21.15,22.4,113.24,   9.79亿, 266.8亿,0.03,728.65,-41.71
002592,八菱科技,-35.38,50.88,56.3,26.4,32.88,113.26,   6.17亿, 224.8亿,0.03,478.92,-86.71
601018,宁波港,-35.4,8.08,7.6,4.51,5.22,68.51,  89.17亿, 516.2亿,0.1,69.67,-75.37
002625,龙生股份,-35.52,64.05,66.46,30.88,41.3,115.22,  13.54亿, 622.8亿,0.08,601.96,-75.09
000938,紫光股份,-35.54,96.03,106.67,49.88,61.9,113.85,  12.15亿, 826.6亿,0.1,589.82,-52.59
600462,九有股份,-35.63,13.22,11.9,6.33,8.51,87.99,  25.08亿, 196.5亿,0.04,469.89,-28.99
002005,德豪润达,-35.67,9.42,10.8,5.11,6.06,111.35,  67.76亿, 452.7亿,0.05,580.95,-65.33
300333,兆日科技,-35.87,29.91,53.3,18.5,19.18,188.11,  33.66亿, 932.9亿,0.11,1017.19,-67.41
300004,南风股份,-35.93,24.41,27.72,13.14,15.64,110.96,  18.75亿, 346.7亿,0.04,489.47,-55.99
000688,建新矿业,-36.03,17.07,15.36,6.44,10.92,138.51,  41.51亿, 391.0亿,0.05,365.04,46.92
000782,美达股份,-36.16,15.07,17.03,7.9,9.62,115.57,  42.54亿, 438.9亿,0.05,1055.03,-54.02
300424,航新科技,-36.19,88.23,91.58,47.47,56.3,92.92,   3.07亿, 191.9亿,0.02,430.02,-77.28
300188,美亚柏科,-36.26,37.42,52.27,22.48,23.85,132.52,  36.61亿,  1077亿,0.13,1302.96,-74
000901,航天科技,-36.27,52.88,50.8,31,33.7,63.87,  20.17亿, 773.6亿,0.09,623.16,-77.49
002215,诺 普 信,-36.28,16.4,20.75,9.61,10.45,115.92,  34.79亿, 412.9亿,0.05,502.4,-46.67
603789,星光农机,-36.33,45.99,52.6,26.82,29.28,96.12,   6.06亿, 212.1亿,0.04,757.05,-69.79
600650,锦江投资,-36.36,38.72,47.77,24.04,24.64,98.71,  26.12亿, 905.4亿,0.17,668.89,-83.05
000681,视觉中国,-36.37,34.31,41,20.11,21.83,103.88,  16.01亿, 419.4亿,0.05,814.04,-70.72
002129,中环股份,-36.48,13.02,13.41,7.3,8.27,83.7,  43.11亿, 413.0亿,0.05,187.73,-32.3
002153,石基信息,-36.49,39.54,52.29,21.97,25.11,138.01,  13.68亿, 579.9亿,0.07,279.64,75.13
600815,厦工股份,-36.52,10.68,11.07,5.3,6.78,108.87,  30.81亿, 220.2亿,0.04,321.24,-78.11
000031,中粮地产,-36.74,14.89,15.71,8.72,9.42,80.16,  76.78亿, 850.5亿,0.1,423.32,-66.45
000875,吉电股份,-36.76,10.12,10.36,5.2,6.4,99.23,  77.06亿, 511.9亿,0.06,690.69,-67.89
600744,华银电力,-36.8,8.94,9.68,5.08,5.65,90.55,  32.18亿, 207.3亿,0.04,388.77,-79.06
600577,精达股份,-36.95,6.63,6.94,3.89,4.18,78.41,  27.62亿, 144.6亿,0.03,194.64,-93.6
601016,节能风电,-36.99,16.41,17.41,9.18,10.34,89.65,  20.38亿, 228.5亿,0.04,249.15,-26.28
600728,佳都科技,-37,14.27,15.72,7.28,8.99,115.93,  45.34亿, 623.5亿,0.12,346.28,-10.76
000517,荣安地产,-37.01,8.24,8.09,3.47,5.19,133.14,  55.23亿, 284.1亿,0.03,181.93,-67.6
000990,诚志股份,-37.03,26.17,27.96,13.53,16.48,106.65,  15.17亿, 271.5亿,0.03,510.82,-33.39
